project_id,project,category,source,event_year,attention,reselection,money,activation,outcome,usage,purchase,repeat,friction,total_signal_volume,money_per_attention,outcome_per_attention,reselection_per_attention,friction_per_usage,opportunity_signal_grade
recent_spewer,Spewer,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_murmell,Murmell,AI Products,show_hn,2026,1,0,0,0,1,0,0,2,2,4,0.0,1.0,0.0,2.0,D: 信号稀疏
recent_sapporta,Sapporta,AI Products,show_hn,2026,2,2,0,2,2,2,0,6,4,12,0.0,1.0,1.0,2.0,D: 信号稀疏
recent_finbridge,FinBridge,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cushion,Cushion,AI Products,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_an-anonymous-no-signup-alert-app,"An anonymous, no-signup alert app",Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_open-sar-cop,Open SAR-COP,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-built-a-physical-dream-machine,I built a physical dream machine,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ttydterm-browser-terminals-with-unix-tools,"Ttydterm, browser terminals with Unix tools",AI Products,show_hn,2026,1,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_podiom,Podiom,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_c-game-engine-with-its-own,C# Game Engine with its own,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_self-hosted-mobile-friendly-web-ui-for-herdr,Self-hosted mobile-friendly web UI for Herdr,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_shevtoneaudio-orchestrator,ShevtoneAudio Orchestrator,AI Products,show_hn,2026,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_my-startup-idea-scanner-scored-500-ideas,My startup-idea scanner scored 500 ideas;,AI Products,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_1endpoint,1endpoint,AI Products,show_hn,2026,0,0,1,0,0,0,0,1,1,2,1.0,0.0,0.0,1.0,D: 信号稀疏
recent_the-thousand,The Thousand,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_get-your-free-ai-search-visibility,Get your free AI search visibility,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_nuzzle,Nuzzle,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_drop-a-sql-schema-get-an,"Drop a SQL schema, get an",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_time-tracking-for-solo-consultants-that,Time tracking for solo consultants that,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_train-300m-32-layer-model-in-1-5gb-ram,Train 300M/32-Layer Model in 1.5GB RAM,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_rose,Rose,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_bolnee-chat,Bolnee-Chat,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_lexino,Lexino,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_explore-the-solar-system-with-hand,Explore the solar system with hand,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_dice-for-board-games-and-rpgs,Dice for Board Games and RPGs,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_photo-manager-that-find-and-organize,Photo Manager That Find and Organize,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_atlas-face,Atlas:Face,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_issue-tracker-that-replays-workflows-deeply,"Issue tracker that replays workflows, deeply",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-made-a-signage-visualizer-tool,I made a signage visualizer tool,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-built-a-terminal-pager-that,I built a terminal pager that,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_agentgate,AgentGate,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_velocitynote,VelocityNote,Hardware,show_hn,2026,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_runcoder,RunCoder,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_scripttap,ScriptTap,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_masareef,Masareef,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_n8n-community-node-for-shotium,N8n community node for Shotium,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-comic-webtoon-reader-with-css-scroll-snap,"A comic/webtoon reader with CSS scroll-snap,",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_open-source-dataset-cleaner-for-jsonl,Open source dataset cleaner for JSONL,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_offline-music-practice-apps,Offline music practice apps,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_claypot,Claypot,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_practice-where-countries-are-in-the,Practice where countries are in the,SaaS / Software,show_hn,2026,37,13,12,26,37,20,5,45,32,162,0.324,1.0,0.351,1.6,A: 行为链较完整
recent_memnest-local-first-memory-shared-by-pi,"Memnest, local-first memory shared by pi,",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_typegpu-realtime-physics-sandbox,TypeGPU Realtime Physics Sandbox,Hardware,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_free-english-shadowing-app-for-your,Free English shadowing app for your,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_turn-your-github-activity-into-a,Turn your GitHub activity into a,Developer Tools,show_hn,2026,3,3,2,1,0,0,0,0,0,7,0.667,0.0,1.0,0.0,B: 有重新选择和商业意图
recent_hn-mirror-with-image-previews,HN Mirror with Image Previews,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cardwall,Cardwall,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_from-a-9mb-app-to-processing,From a 9MB app to processing,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_vibeguard,VibeGuard,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-might-have-built-the-best,I might have built the best,AI Products,show_hn,2026,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,D: 信号稀疏
recent_live-ai-video-streams-that-write,Live AI video streams that write,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_delete-yourself-from-data-brokers-without,Delete yourself from data brokers without,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ai-agents-for-osint-sigint,AI Agents for Osint/Sigint,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_we-built-semantic-search-over-the,We built semantic search over the,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_convert-png-and-jpg-to-clean,Convert PNG and JPG to clean,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_writing-a-3d-printing-slicer-from,Writing a 3D Printing Slicer from,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-slm-optimized-for-tool-calling,A SLM Optimized for Tool Calling,SaaS / Software,show_hn,2026,2,1,1,2,2,1,0,2,0,7,0.5,1.0,0.5,0.0,D: 信号稀疏
recent_documentation-ai-md,Documentation.ai.md,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ai-images-and-videos-from-text,"AI images and videos from text,",AI Products,show_hn,2026,3,1,3,4,4,3,0,5,2,15,1.0,1.333,0.333,0.667,A: 行为链较完整
recent_deckle,Deckle,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ssh-ache,SSH Ache,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_stop-that-shit,Stop That Shit,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_moe-direct,Moe-Direct,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_ai-harness-that-lets-a-graph,AI Harness that lets a graph,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_procedural-droid-sounds-for-microduck,Procedural Droid Sounds for Microduck,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_lumify,Lumify,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_phpez,PhpEZ,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_open-source-local-whisper-flow-alternative,Open-Source Local Whisper Flow Alternative,SaaS / Software,show_hn,2026,0,5,0,6,4,4,0,6,3,14,0.0,4.0,5.0,0.75,D: 信号稀疏
recent_ubimage-an-iphone-app-that-draws,Ubimage an iPhone app that draws,Hardware,show_hn,2026,1,0,0,0,0,0,0,1,2,3,0.0,0.0,0.0,2.0,D: 信号稀疏
recent_3d-embodiment-of-your-git-repo,3D Embodiment of your Git repo,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_iatethis-a-local-first-meal-tracker,"iatethis, A local first meal tracker",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_interactive-mcu-timeline,Interactive MCU Timeline,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-super-easy-way-to-capture,A super easy way to capture,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_shook,SHOOK,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_idea-miner,Idea Miner,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_layoverguard,LayoverGuard,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_i-was-getting-tired-of-looking,I was getting tired of looking,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_scraper-that-probes-a-site-before,Scraper that probes a site before,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_skillbased-versioning-v1-0-2,Skillbased Versioning v1.0.2,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_too-many-articles-to-read-let,"Too many articles to read, let",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_datazen,DataZen,AI Products,show_hn,2026,1,1,0,1,1,1,0,2,1,5,0.0,1.0,1.0,1.0,D: 信号稀疏
recent_teamnaire,Teamnaire,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_hexraid,HexRaid,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-downloader-for-public-social-posts,"A downloader for public social posts,",Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_visual-workspace-to-design-and-operate,Visual workspace to design and operate,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_turn-mineral-collections-into-3d-virtual,Turn mineral collections into 3D virtual,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_the-impact-that-made-the-moon,"The impact that made the Moon,",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_vt-code,VT Code,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_pico-faces,Pico-Faces,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_laser-graffiti,Laser Graffiti,SaaS / Software,show_hn,2026,11,0,2,5,7,3,3,5,3,25,0.182,0.636,0.0,1.0,A: 行为链较完整
recent_stumpzlib,Stumpzlib,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_pictiur-image-converter-optimizer-and-resizer,"Pictiur: Image converter, optimizer and resizer,",AI Products,show_hn,2026,0,0,0,1,0,0,0,1,2,4,0.0,0.0,0.0,2.0,D: 信号稀疏
recent_toolchestrator,Toolchestrator,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_qwiksi-a-cli-tool-for-adding,Qwiksi a CLI tool for adding,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_niche,Niche,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_deepseekgui,DeepSeekGUI,AI Products,show_hn,2026,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_editorial-pr-and-guest-post-placements,"Editorial PR and guest post placements,",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_the-ui-ai-slop-game-no-one,The UI AI-Slop game. No one,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_hikaru,Hikaru,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_snippety,Snippety,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_player-vs-computer,Player vs. Computer,AI Products,show_hn,2026,7,6,5,9,7,5,1,8,2,25,0.714,1.0,0.857,0.4,A: 行为链较完整
recent_agentbridge,AgentBridge,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_kith,Kith,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_bora-praia,Bora Praia,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-free-ai-news-briefing-agent,A free AI news briefing agent,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_itsuki,Itsuki,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_airtight,Airtight,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_doodle-ai-open-source-photo-to-doodle-avatar-generator,Doodle AI: open-source photo-to-doodle avatar generator,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_explore-jvm-class-resolution-traces-as-interactive,Explore JVM class-resolution traces as interactive,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_tokensift-an-open-sourced-token-efficiency-linter-for,"Tokensift, an open-sourced token-efficiency linter for",AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_visits-report,Visits.Report,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_amc-stocks-hub,AMC Stocks Hub,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_appscreenshots,AppScreenshots,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_slidex,SlideX,AI Products,show_hn,2026,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_metis,Metis,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_archlex-a-small-oss-language-for,ArchLex: a small OSS language for,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_leiolai-ai-that-pays-users-for,"Leiolai, AI that pays users for",Hardware,show_hn,2026,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_an-annotated-archive-of-s-1-filings,"An annotated archive of S-1 filings,",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_microvm-daemon-deploy-any-docker-image,"MicroVM daemon, deploy any Docker image",AI Products,show_hn,2026,1,1,0,0,0,0,0,0,0,2,0.0,0.0,1.0,0.0,D: 信号稀疏
recent_awe-radio-free-24-7-internet-radio,"Awe Radio, free 24/7 internet radio",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_nodeakt,NodeAkt,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_substack-and-x-and-reddit-and,Substack and X and Reddit and,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_darwin-vm,Darwin-VM,Hardware,show_hn,2026,0,0,0,2,1,1,0,2,2,4,0.0,1.0,0.0,2.0,D: 信号稀疏
recent_500-000-aol-instant-messenger-buddy-icons,"500,000+ AOL Instant Messenger Buddy Icons",AI Products,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_sqlite-diff-log,SQLite-diff-log,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a2acast,A2acast,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_adriselab,AdRiseLab,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_claude-code-skills,Claude Code Skills,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_scrinly,Scrinly,Developer Tools,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_kosh,Kosh,AI Products,show_hn,2026,0,0,0,0,0,0,0,1,1,2,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_restore-real-urls-in-google-search,Restore real URLs in Google Search,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_kvist,Kvist,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_passively-earn-btc-sol-anthropic-for-using-claude,Passively Earn BTC/Sol/Anthropic for Using Claude,Marketplace / Platform Products,show_hn,2026,0,0,0,2,1,1,0,1,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_porchweather,PorchWeather,Hardware,show_hn,2026,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_helm-valuetrace,Helm ValueTrace,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_organize-chatgpt-and-claude-chats-never,Organize ChatGPT and Claude chats. Never,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_consequence-gate,Consequence Gate,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_cursor-buddy-get-archived-cursor-chats,"Cursor Buddy, get archived Cursor chats",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_dipstick-alerts,Dipstick Alerts,AI Products,show_hn,2026,1,0,0,1,2,1,1,1,0,4,0.0,2.0,0.0,0.0,D: 信号稀疏
recent_conduct-open-source-guardrails-for-llm-and,"Conduct, open-source guardrails for LLM and",AI Products,show_hn,2026,0,0,0,1,1,1,0,2,1,2,0.0,1.0,0.0,1.0,D: 信号稀疏
recent_sesame,Sesame,AI Products,show_hn,2026,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,1.0,D: 信号稀疏
recent_ios-app-for-learning-any-song,iOS app for learning any song,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_alst,ALST,SaaS / Software,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_use-fomo-to-3x-your-sales,Use FOMO to 3x your sales,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_boop,Boop,Hardware,show_hn,2026,0,0,0,1,1,0,0,0,0,2,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_hi-agent,Hi agent,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_nexora,Nexora,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_colrows,Colrows,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_ai-shipcheck,AI Shipcheck,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_project-scorpions,Project Scorpions,SaaS / Software,show_hn,2026,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_agentify-chat,Agentify Chat,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_agentctl,Agentctl,AI Products,show_hn,2026,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.0,0.0,D: 信号稀疏
recent_splatit-self-hosted-game-servers-for-splatoon,SplatIt. Self-hosted game servers for Splatoon,Consumer Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_blast,Blast,B2B Services,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_a-retirement-planner-in-one-html,A retirement planner in one HTML,SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_watermarks-remover-clean-llm-watermarks-from,Watermarks Remover: Clean LLM watermarks from,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_contextswitch,ContextSwitch,AI Products,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_repobeats,Repobeats,AI Products,show_hn,2026,0,1,0,2,1,1,0,2,1,4,0.0,1.0,1.0,1.0,D: 信号稀疏
recent_the-million-dollar-homepage-but-it,"The Million Dollar Homepage, but it",SaaS / Software,show_hn,2026,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,D: 信号稀疏
recent_the-ai-agent-that-works-inside,The AI agent that works inside,AI Products,show_hn,2026,46,23,22,62,38,36,0,63,38,199,0.478,0.826,0.5,1.056,A: 行为链较完整
recent_it-was-never-you,It Was Never You,AI Products,show_hn,2026,8298,2661,2407,8317,8088,5955,1228,10700,6737,36763,0.29,0.975,0.321,1.131,A: 行为链较完整
